,mood,age,gender,school_type,grade_level,sibilings,living,employment,personality,relationship,wakeup,breakfast,launch,dinner,sleep,hobbies,smoker,alcoholic,drug_addicted,friends,hangout,social_events,pray,sports,exercise,meditation,video_games,study_hours,phone_hours,medication,movies_per_week,music hours,depression,category
554,Happy,23,Male,Naturwissenschaft,5,0,Without family,None,Extrovert,Single,7:00:00 AM,10:00:00 AM,2:00:00 AM,10:00:00 PM,2:00:00 AM,Music,No,No,No,2,Often,Often,Regularly,Regularly,Regularly,Sometimes,Sometimes,4,3 to 5,No,3,2,3,None
555,Sad,20,Female,Naturwissenschaft,1,2,With family,None,Ambivert,In a relationship,8:00:00 AM,10:00:00 AM,3:00:00 PM,11:00:00 PM,1:00:00 AM,Painting,No,No,No,0,Often,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,3,6 to 8,No,0,1,18,Moderate
556,Lost,24,Female,Wirtschaft,6,3,With family,None,Introvert,In a relationship,9:00:00 AM,11:00:00 AM,2:30:00 PM,12:00:00 AM,2:00:00 AM,"Photography, Traveling, Cooking",No,No,No,1,Not at all,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,1,3 to 5,Yes,1,0,25,Severe
557,Happy,22,Male,Naturwissenschaft,3,1,With family,None,Introvert,In a relationship,10:00:00 AM,11:00:00 AM,2:00:00 AM,1:00:00 AM,4:00:00 AM,"Music, Programming",No,No,No,3,Sometimes,Not at all,Not at all,Not at all,Sometimes,Sometimes,Not at all,5,3 to 5,No,1,2,9,Moderate
558,Happy,25,Male,Naturwissenschaft,4,1,With family,Full time,Ambivert,Married,8:00:00 AM,8:30:00 AM,2:00:00 PM,2:00:00 AM,2:00:00 AM,Music,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,2,0 to 2,No,3,1,6,Moderate
559,Sad,22,Male,Wirtschaft,3,2,With family,Part time,Introvert,Single,6:00:00 AM,10:00:00 AM,2:00:00 PM,3:00:00 AM,12:00:00 PM,Photography,No,No,No,1,Sometimes,Very Often,Sometimes,Not at all,Sometimes,Not at all,Sometimes,1,6 to 8,No,0,0,6,Moderate
560,Tensed,25,Female,Naturwissenschaft,5,1,With family,None,Extrovert,Single,10:00:00 AM,11:11:00 PM,2:02:00 AM,4:00:00 AM,2:02:00 AM,"Music, Dancing, Photography, Traveling",No,No,No,4,Often,Very Often,Sometimes,Not at all,Regularly,Sometimes,Very Often,4,more than 8,No,3,5,16,Moderate
561,Tensed,19,Female,Wirtschaft,2,0,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 AM,5:00:00 AM,2:00:00 AM,Traveling,No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,2,3 to 5,No,1,3,16,Moderate
562,Lost,26,Male,Naturwissenschaft,6,2,Without family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,6:00:00 AM,12:00:00 PM,"Music, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Sometimes,Not at all,Not at all,Sometimes,1,3 to 5,Yes,3,1,18,Moderate
563,Happy,25,Male,Wirtschaft,6,3,With family,Full time,Extrovert,Single,7:50:00 AM,8:00:00 AM,1:30:00 AM,7:00:00 AM,2:00:00 AM,"Music, Traveling",Yes,Yes,No,1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,0,3 to 5,No,0,0,4,None
564,Happy,22,Male,Naturwissenschaft,4,2,With family,None,Introvert,Single,11:00:00 AM,12:00:00 PM,3:00:00 AM,8:00:00 AM,2:00:00 AM,Gaming,Yes,Yes,No,4,Often,Often,Sometimes,Sometimes,Not at all,Not at all,Very Often,1,3 to 5,Yes,0,1,16,Moderate
565,Tensed,21,Female,Naturwissenschaft,1,2,With family,None,Ambivert,In a relationship,10:00:00 AM,10:30:00 AM,3:00:00 PM,9:00:00 AM,3:00:00 AM,"Music, Dancing",No,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,7,3 to 5,No,0,0,23,Severe
566,Sad,21,Male,Wirtschaft,2,2,With family,None,Introvert,Single,11:00:00 AM,12:00:00 PM,4:00:00 PM,10:00:00 AM,2:00:00 AM,None,No,No,No,0,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,1,6 to 8,No,4,0,12,Moderate
567,Happy,22,Male,Wirtschaft,6,3,With family,Part time,Ambivert,In a relationship,11:00:00 AM,12:00:00 PM,3:00:00 AM,11:00:00 AM,3:00:00 AM,Traveling,Yes,No,No,6,Often,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,3,6 to 8,No,1,6,3,None
568,Happy,22,Female,Wirtschaft,6,1,With family,Full time,Ambivert,Single,11:00:00 AM,11:30:00 AM,3:00:00 AM,12:00:00 PM,1:00:00 AM,"Photography, Traveling, Baking",No,No,No,4,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Not at all,3,6 to 8,No,2,5,5,Moderate
569,Lost,23,Male,Wirtschaft,4,2,With family,Part time,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,1:00:00 PM,2:00:00 AM,Dancing,Yes,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,0,more than 8,No,0,1,18,Moderate
571,Lost,21,Male,Wirtschaft,4,2,With family,Part time,Introvert,Single,9:00:00 AM,2:45:00 PM,2:45:00 PM,3:00:00 PM,3:00:00 AM,Cycling ,Yes,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,4,more than 8,No,5,2,10,Moderate
572,Happy,29,Male,Wirtschaft,1,0,With family,Part time,Ambivert,Married,10:00:00 AM,10:30:00 AM,2:30:00 PM,4:00:00 PM,2:00:00 AM,"Music, Traveling",No,No,No,5,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Very Often,4,3 to 5,No,1,1,3,None
573,Happy,25,Male,Naturwissenschaft,6,2,With family,Full time,Ambivert,Single,2:00:00 PM,3:00:00 PM,7:00:00 PM,5:00:00 PM,4:00:00 AM,None,No,No,No,4,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,Not at all,6,0 to 2,No,0,2,2,None
574,Happy,22,Female,Wirtschaft,4,1,With family,Full time,Introvert,In a relationship,11:00:00 AM,11:30:00 AM,3:30:00 PM,6:00:00 PM,1:00:00 AM,None,No,No,No,3,Not at all,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,0,6 to 8,No,0,1,12,Moderate
575,Happy,25,Male,Naturwissenschaft,7,3,With family,Full time,Introvert,Married,6:00:00 AM,8:00:00 AM,1:30:00 PM,7:00:00 PM,1:00:00 AM,Programming,No,No,No,7,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,8,0 to 2,No,5,0,4,None
576,Tensed,22,Female,Wirtschaft,4,3,With family,None,Introvert,Single,11:30:00 AM,2:00:00 PM,4:00:00 PM,8:00:00 PM,2:00:00 AM,"Painting, Traveling",No,No,No,6,Sometimes,Very Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,6,0 to 2,No,0,1,10,Moderate
577,Lost,21,Others,Naturwissenschaft,3,1,With family,None,Introvert,In a relationship,10:30:00 AM,11:00:00 AM,2:00:00 AM,9:00:00 PM,2:30:00 AM,"Dancing, Photography, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Sometimes,7,0 to 2,No,3,10,13,Moderate
578,Tensed,21,Male,Wirtschaft,3,1,With family,Part time,Introvert,Single,10:00:00 AM,10:30:00 AM,3:30:00 AM,10:00:00 PM,1:00:00 AM,"Gaming, Driving, Researching about cars",No,No,No,3,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,2,6 to 8,No,2,1,16,Moderate
579,Happy,22,Male,Naturwissenschaft,6,1,With family,None,Introvert,Single,5:00:00 AM,8:00:00 AM,1:00:00 AM,11:00:00 PM,11:00:00 AM,"Photography, Programming",No,No,No,5,Sometimes,Sometimes,Regularly,Not at all,Regularly,Regularly,Sometimes,10,0 to 2,No,2,1,10,Moderate
580,Lost,24,Female,Naturwissenschaft,6,2,With family,None,Introvert,Single,11:00:00 AM,12:00:00 AM,4:00:00 PM,12:00:00 AM,2:00:00 AM,"Music, Painting",No,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,2,more than 8,No,3,2,14,Moderate
581,Tensed,24,Female,Wirtschaft,6,2,With family,None,Introvert,In a relationship,9:00:00 AM,10:00:00 AM,1:30:00 PM,1:00:00 AM,1:00:00 AM,Traveling,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,2,6 to 8,No,5,1,14,Moderate
582,Tensed,22,Male,Naturwissenschaft,7,1,With family,None,Extrovert,Single,8:30:00 AM,10:00:00 AM,2:00:00 AM,2:00:00 AM,1:00:00 AM,"Painting, Traveling, Programming",No,No,No,4,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,1,more than 8,No,3,1,15,Moderate
583,Tensed,24,Female,Wirtschaft,7,1,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,4:00:00 PM,3:00:00 AM,4:00:00 AM,"Photography, Painting, Traveling",No,No,No,0,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,0,6 to 8,No,1,1,16,Moderate
584,Lost,24,Male,Naturwissenschaft,6,3,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,3:30:00 PM,4:00:00 AM,4:00:00 AM,"Music, Dancing",Yes,No,No,12,Often,Sometimes,Not at all,Not at all,Sometimes,Not at all,Very Often,6,6 to 8,No,7,1,9,Moderate
585,Happy,22,Female,Naturwissenschaft,4,2,With family,None,Introvert,In a relationship,8:00:00 AM,10:00:00 AM,2:00:00 AM,5:00:00 AM,12:00:00 AM,"Traveling, Take care of my birds",No,No,No,2,Sometimes,Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,3,3 to 5,Yes,1,1,4,None
586,Sad,23,Female,Naturwissenschaft,5,2,With family,None,Extrovert,In a relationship,9:00:00 AM,10:00:00 AM,2:00:00 PM,6:00:00 AM,2:00:00 AM,Cooking,No,No,No,5,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,1,6 to 8,No,0,0,10,Moderate
587,Sad,21,Female,Naturwissenschaft,3,2,With family,None,Introvert,Single,8:00:00 AM,12:30:00 PM,3:30:00 PM,7:00:00 AM,2:00:00 AM,"Photography, Traveling",No,No,No,5,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,5,3 to 5,No,1,1,8,Moderate
588,Happy,19,Male,Naturwissenschaft,1,2,With family,Full time,Extrovert,Single,12:00:00 PM,2:00:00 AM,5:00:00 AM,8:00:00 AM,6:00:00 AM,Programming,No,No,No,0,Sometimes,Very Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,4,3 to 5,No,2,2,9,Moderate
589,Tensed,22,Female,Naturwissenschaft,7,2,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,9:00:00 AM,2:00:00 AM,"Music, Dancing",No,No,No,2,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Sometimes,Not at all,4,3 to 5,No,2,1,2,None
590,Happy,22,Female,Geisteswissenschaft,4,3,With family,None,Introvert,Single,8:30:00 AM,10:00:00 AM,3:01:00 PM,10:00:00 AM,2:00:00 AM,Music,No,No,No,0,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,2,6 to 8,No,0,1,15,Moderate
591,Sad,21,Male,Naturwissenschaft,2,2,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:30:00 PM,11:00:00 AM,4:00:00 AM,Traveling,Yes,No,No,3,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Sometimes,6,3 to 5,No,0,1,7,Moderate
592,Angry,25,Male,Naturwissenschaft,5,1,Without family,None,Extrovert,In a relationship,12:37:00 AM,3:00:00 PM,5:00:00 PM,12:00:00 PM,4:00:00 AM,Arguing,Yes,Yes,Yes,6,Very Often,Very Often,Sometimes,Not at all,Sometimes,Not at all,Very Often,0,0 to 2,Yes,7,7,7,Moderate
593,Happy,22,Female,Geisteswissenschaft,4,2,With family,None,Ambivert,Single,7:00:00 AM,9:30:00 AM,2:30:00 PM,1:00:00 PM,1:00:00 AM,"Music, Traveling",No,No,No,7,Sometimes,Very Often,Sometimes,Sometimes,Regularly,Not at all,Not at all,0,3 to 5,No,0,1,5,Moderate
594,Lost,20,Female,Naturwissenschaft,3,0,With family,None,Ambivert,In a relationship,1:00:00 PM,1:30:00 PM,1:30:00 PM,2:00:00 PM,5:30:00 AM,None,No,No,No,4,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Very Often,0,more than 8,No,0,4,27,Severe
596,Sad,20,Female,Wirtschaft,1,1,With family,None,Introvert,Single,9:30:00 AM,12:00:00 PM,3:00:00 PM,4:00:00 PM,1:45:00 AM,"Music, Traveling",No,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,1,6 to 8,No,2,1,26,Severe
597,Happy,21,Female,Naturwissenschaft,1,2,With family,Part time,Introvert,Single,12:00:00 PM,12:30:00 PM,4:00:00 PM,5:00:00 PM,4:00:00 AM,"Photography, Reading",No,No,No,2,Sometimes,Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,2,3 to 5,No,1,0,3,None
598,Happy,22,Male,Wirtschaft,6,2,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,6:00:00 PM,4:00:00 AM,"Dancing, Traveling",Yes,Yes,No,2,Very Often,Sometimes,Not at all,Sometimes,Regularly,Not at all,Not at all,2,3 to 5,No,6,2,4,None
599,Sad,20,Female,Wirtschaft,1,1,With family,None,Introvert,Single,1:40:00 PM,2:00:00 PM,5:00:00 PM,7:00:00 PM,4:30:00 AM,"Music, Playing ",No,No,No,2,Not at all,Not at all,Regularly,Sometimes,Sometimes,Not at all,Not at all,2,6 to 8,No,3,2,13,Moderate
600,Tensed,19,Female,Naturwissenschaft,2,1,With family,None,Ambivert,In a relationship,4:00:00 PM,8:50:00 AM,2:30:00 AM,8:00:00 PM,9:30:00 AM,None,No,No,No,3,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,3,more than 8,Yes,0,1,17,Moderate
603,Lost,20,Male,Naturwissenschaft,5,3,With family,Part time,Extrovert,Single,9:00:00 AM,9:30:00 AM,2:00:00 AM,11:00:00 PM,3:00:00 AM,Photography,No,No,No,3,Very Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,2,more than 8,No,2,2,5,Moderate
604,Happy,23,Female,Naturwissenschaft,3,20,With family,None,Introvert,Single,11:00:00 AM,11:10:00 AM,3:00:00 PM,12:00:00 AM,3:00:00 AM,"Music, reading, gaming, video watching",Yes,Yes,No,4,Often,Sometimes,Not at all,Not at all,Sometimes,Not at all,Often,3,3 to 5,No,2,3,0,None
605,Sad,22,Male,Naturwissenschaft,1,1,With family,None,Extrovert,In a relationship,10:00:00 AM,10:30:00 AM,2:30:00 AM,1:00:00 AM,2:30:00 AM,Photography,No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,3,6 to 8,No,2,1,12,Moderate
606,Happy,21,Male,Wirtschaft,2,1,With family,None,Extrovert,Single,10:00:00 AM,11:00:00 AM,2:00:00 PM,2:00:00 AM,3:00:00 AM,"Music, Photography, Traveling",Yes,Yes,No,0,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,6,3,18,Moderate
607,Lost,24,Female,Naturwissenschaft,6,2,With family,Part time,Introvert,Single,9:00:00 AM,9:30:00 AM,2:00:00 AM,3:00:00 AM,1:00:00 AM,None,No,No,No,5,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,Not at all,0,more than 8,No,0,0,21,Severe
608,Tensed,21,Female,Wirtschaft,2,1,With family,Part time,Extrovert,Single,11:30:00 AM,12:00:00 AM,2:00:00 AM,4:00:00 AM,2:30:00 AM,"Music, Dancing, Photography, Traveling",No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,3,6 to 8,Yes,0,0,15,Moderate
609,Happy,22,Male,Naturwissenschaft,3,0,With family,None,Ambivert,In a relationship,7:00:00 AM,7:30:00 AM,1:30:00 PM,5:00:00 AM,12:00:00 AM,"Painting, Programming",No,No,No,6,Sometimes,Sometimes,Sometimes,Not at all,Regularly,Not at all,Sometimes,5,3 to 5,No,2,2,4,None
610,Lost,26,Male,Wirtschaft,7,3,With family,None,Ambivert,In a relationship,12:00:00 PM,1:00:00 PM,5:00:00 PM,6:00:00 AM,4:00:00 AM,Photography,Yes,No,No,0,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Often,3,more than 8,No,0,1,22,Severe
611,Tensed,20,Female,Wirtschaft,4,3,With family,None,Extrovert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,7:00:00 AM,2:00:00 AM,Traveling,No,No,No,6,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,4,3 to 5,No,0,1,6,Moderate
612,Tensed,20,Male,Naturwissenschaft,1,4,With family,None,Extrovert,In a relationship,8:00:00 AM,8:30:00 AM,2:00:00 PM,8:00:00 AM,2:00:00 AM,Programming,No,No,No,1,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,9,3 to 5,No,1,1,7,Moderate
613,Lost,26,Female,Naturwissenschaft,7,1,With family,None,Ambivert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,9:00:00 AM,2:00:00 AM,Music,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,2,6 to 8,No,10,7,18,Moderate
614,Happy,23,Male,Naturwissenschaft,5,1,With family,None,Introvert,Single,8:00:00 AM,9:00:00 AM,2:00:00 PM,10:00:00 AM,1:00:00 AM,None,Yes,No,No,4,Sometimes,Not at all,Sometimes,Regularly,Sometimes,Not at all,Not at all,3,0 to 2,No,1,1,2,None
615,Happy,23,Male,Naturwissenschaft,6,0,Without family,None,Introvert,In a relationship,8:00:00 AM,4:00:00 PM,6:00:00 PM,11:00:00 AM,4:00:00 AM,Traveling,No,No,No,0,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Not at all,Often,2,0 to 2,No,0,0,0,None
616,Sad,25,Female,Wirtschaft,6,0,With family,None,Introvert,Married,7:30:00 AM,9:30:00 AM,2:00:00 PM,12:00:00 PM,11:00:00 PM,Traveling,No,No,No,1,Very Often,Very Often,Sometimes,Not at all,Not at all,Not at all,Very Often,2,6 to 8,No,3,3,11,Moderate
617,Happy,22,Male,Naturwissenschaft,5,1,Without family,None,Introvert,Single,7:00:00 AM,10:00:00 AM,3:00:00 PM,1:00:00 PM,2:30:00 AM,Gaming,No,No,No,2,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,Very Often,2,0 to 2,No,2,3,13,Moderate
618,Happy,23,Male,Naturwissenschaft,6,1,With family,None,Extrovert,Single,8:00:00 AM,10:00:00 AM,2:30:00 PM,2:00:00 PM,12:30:00 AM,"None, Music, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Sometimes,3,3 to 5,No,3,1,3,None
619,Happy,21,Female,Naturwissenschaft,5,2,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:09:00 AM,3:00:00 PM,2:30:00 PM,Programming,No,No,No,9,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,6,3 to 5,No,0,0,11,Moderate
620,Happy,26,Male,Wirtschaft,6,2,Without family,None,Introvert,Single,5:45:00 AM,7:30:00 AM,1:00:00 AM,4:00:00 PM,11:00:00 AM,Traveling,No,No,No,5,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,5,3 to 5,Yes,1,5,9,Moderate
621,Happy,22,Female,Naturwissenschaft,6,1,With family,None,Extrovert,Single,6:00:00 AM,7:00:00 AM,1:00:00 PM,5:00:00 PM,12:00:00 AM,"Music, Painting",No,No,No,6,Sometimes,Sometimes,Regularly,Sometimes,Regularly,Sometimes,Often,2,3 to 5,No,1,1,8,Moderate
622,Tensed,21,Female,Wirtschaft,3,1,With family,None,Introvert,In a relationship,9:00:00 AM,11:00:00 AM,2:00:00 AM,6:00:00 PM,2:00:00 AM,"Music, Painting, Traveling",No,No,No,1,Not at all,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,5,6 to 8,No,0,1,17,Moderate
623,Sad,21,Male,Naturwissenschaft,4,2,With family,None,Ambivert,Single,9:40:00 AM,10:00:00 AM,3:15:00 AM,7:00:00 PM,1:00:00 AM,"Music, Painting, Playing computer games",No,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,5,3 to 5,No,5,6,13,Moderate
624,Happy,22,Female,Naturwissenschaft,5,0,With family,None,Ambivert,Single,10:00:00 AM,10:00:00 AM,4:00:00 PM,8:00:00 PM,2:00:00 AM,Dancing,No,No,No,4,Often,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Sometimes,1,3 to 5,No,1,1,14,Moderate
626,Tensed,24,Female,Geisteswissenschaft,5,2,With family,Full time,Ambivert,Single,5:00:00 AM,7:00:00 AM,1:00:00 PM,10:00:00 PM,12:00:00 AM,Painting,No,No,No,4,Sometimes,Sometimes,Regularly,Sometimes,Regularly,Sometimes,Sometimes,4,0 to 2,No,1,1,5,Moderate
627,Happy,21,Male,Naturwissenschaft,1,2,With family,Part time,Introvert,Single,7:30:00 AM,9:30:00 AM,2:10:00 PM,11:00:00 PM,1:00:00 AM,Traveling,Yes,Yes,No,4,Often,Sometimes,Sometimes,Sometimes,Sometimes,Regularly,Sometimes,1,3 to 5,No,0,1,11,Moderate
628,Sad,24,Male,Naturwissenschaft,6,3,With family,None,Introvert,Single,8:00:00 AM,12:00:00 AM,3:00:00 AM,12:00:00 AM,3:00:00 AM,"Traveling, Programming",Yes,Yes,No,2,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,6,6 to 8,Yes,3,5,12,Moderate
629,Sad,21,Female,Naturwissenschaft,3,1,With family,None,Introvert,Single,8:00:00 AM,9:30:00 AM,2:00:00 AM,1:00:00 AM,3:00:00 AM,"Music, Dancing, Traveling",No,No,No,5,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,4,6 to 8,No,0,6,15,Moderate
630,Sad,22,Male,Naturwissenschaft,4,1,With family,None,Extrovert,Single,8:00:00 AM,9:00:00 AM,2:00:00 PM,2:00:00 AM,1:00:00 AM,"Photography, Traveling, Sports ",No,No,No,6,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,3,more than 8,No,5,1,3,None
631,Lost,19,Male,Naturwissenschaft,1,2,With family,Full time,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 AM,3:00:00 AM,12:00:00 AM,Photography,No,No,No,3,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,0,6 to 8,No,3,10,13,Moderate
632,Tensed,22,Female,Wirtschaft,4,1,With family,None,Ambivert,In a relationship,9:30:00 AM,11:00:00 AM,3:00:00 PM,4:00:00 AM,2:00:00 AM,"Music, Traveling, Watching drama",No,No,No,4,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,3,6 to 8,No,1,1,10,Moderate
633,Sad,21,Female,Wirtschaft,3,3,With family,None,Introvert,Single,8:30:00 AM,10:00:00 AM,3:00:00 PM,5:00:00 AM,2:00:00 AM,"Music, Dancing, Painting, Traveling, Programming",No,No,No,0,Sometimes,Sometimes,Regularly,Sometimes,Regularly,Not at all,Not at all,1,3 to 5,No,4,5,18,Moderate
634,Happy,21,Male,Naturwissenschaft,1,1,With family,Part time,Extrovert,Single,10:00:00 AM,12:00:00 PM,3:00:00 PM,6:00:00 AM,3:00:00 AM,"Music, Traveling",Yes,No,No,5,Sometimes,Very Often,Not at all,Regularly,Regularly,Sometimes,Not at all,1,3 to 5,Yes,0,1,3,None
635,Sad,21,Male,Wirtschaft,3,2,With family,None,Introvert,Single,11:00:00 AM,12:20:00 PM,3:00:00 PM,7:00:00 AM,3:30:00 AM,Playing Cricket ,No,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,2,3 to 5,No,2,1,9,Moderate
636,Lost,21,Male,Wirtschaft,1,0,With family,Part time,Introvert,Single,10:00:00 AM,12:00:00 PM,3:00:00 PM,8:00:00 AM,2:30:00 AM,"Photography, Playing football",No,No,No,3,Sometimes,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,6 to 8,No,1,0,15,Moderate
637,Lost,23,Male,Wirtschaft,4,2,With family,Part time,Extrovert,Single,2:00:00 PM,3:00:00 PM,5:00:00 AM,9:00:00 AM,6:00:00 AM,None,Yes,Yes,No,2,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,4,more than 8,No,3,0,8,Moderate
638,Lost,22,Male,Wirtschaft,4,0,With family,Part time,Extrovert,Single,11:00:00 AM,12:00:00 AM,5:00:00 PM,10:00:00 AM,4:00:00 AM,Music,Yes,Yes,Yes,4,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,Sometimes,1,more than 8,No,2,2,27,Severe
639,Lost,20,Female,Geisteswissenschaft,2,2,With family,Part time,Ambivert,Single,8:30:00 AM,9:00:00 AM,1:30:00 PM,11:00:00 AM,3:00:00 AM,Music,No,No,No,2,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,0,more than 8,Yes,2,1,15,Moderate
640,Sad,24,Male,Naturwissenschaft,6,1,With family,Part time,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,12:00:00 PM,3:00:00 AM,Programming,No,No,No,0,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,1,3 to 5,No,1,1,24,Severe
641,Sad,22,Male,Wirtschaft,3,2,With family,Part time,Ambivert,Single,12:00:00 AM,1:00:00 PM,5:00:00 PM,1:00:00 PM,5:00:00 AM,Photography,Yes,No,No,10,Very Often,Sometimes,Regularly,Sometimes,Not at all,Sometimes,Sometimes,6,more than 8,No,0,6,13,Moderate
642,Happy,21,Female,Naturwissenschaft,1,2,With family,Part time,Ambivert,In a relationship,11:00:00 AM,2:00:00 AM,5:00:00 AM,2:00:00 PM,6:00:00 AM,Painting,Yes,No,No,3,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,6,more than 8,No,4,2,10,Moderate
643,Happy,25,Male,Wirtschaft,6,2,With family,Part time,Ambivert,Engaged,11:00:00 AM,11:20:00 AM,4:00:00 PM,3:00:00 PM,4:00:00 AM,None,Yes,No,No,0,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,0,more than 8,No,10,0,10,Moderate
644,Sad,22,Female,Wirtschaft,2,2,With family,Part time,Ambivert,In a relationship,10:30:00 AM,12:30:00 PM,2:00:00 AM,4:00:00 PM,3:00:00 AM,"Music, Photography, Painting",No,No,No,10,Sometimes,Sometimes,Sometimes,Not at all,Regularly,Not at all,Not at all,2,6 to 8,No,1,1,5,Moderate
645,Sad,23,Male,Wirtschaft,4,2,With family,Part time,Ambivert,In a relationship,1:00:00 PM,2:00:00 PM,2:00:00 PM,5:00:00 PM,6:00:00 AM,None,No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,6 to 8,No,0,1,10,Moderate
